,영화명,대표국적,배급사,감독,배우1,배우2,배우3
19942,가을의 전설,미국,워터홀컴퍼니(주),에드워드 즈윅,브래드 피트,안소니 홉킨스,에이단 퀸
19943,로보캅,미국,,폴 베고벤,피터 웰러,낸시 알렌,
19944,애정의 조건,미국,,제임스 L. 브룩스,대니 드비토,제프 다니엘스,데브라 윙거
19945,연상녀들 : 내가 가르쳐 줄게,한국,(주)영화사가을,이리단,,,
19946,피스메이커,미국,,미미 레더,조지 클루니,니콜 키드먼,
19947,SICAF2017 특별경쟁: 시카프 데뷰 1,기타,,,,,
19948,겨울 노래,프랑스,,오타르 이오셀리아니,,,
19949,스캔들 II,한국,(주)케이알씨지,이동현,박혜진,이현지,
19950,에스워치,한국,,김현수,,,
19951,줄리아,미국,,프레드 진네만,제인 폰다,바네사 레드그레이브,
19952,특수경찰: 스페셜 ID,기타,(주)팝엔터테인먼트,곽요량,견자단,장한위,안지걸
19953,파리 대탈출,프랑스,,제라르 오우리,루이스 데 퓌네스,부르빌,마이크 마샬
19954,황야의 스트렌저,미국,,클린트 이스트우드,클린트 이스트우드,버나 블룸,마리아나 힐
19955,"MSFF2018 시그니처: 하나의 이야기, 다른 영화 1",한국,,,,,
19956,SICAF2017 경쟁:학생3,기타,,,,,
19957,공즉시색 2,한국,(주)영화사가을,이리단,이채담,민도윤,도모세
19958,작은 아씨들,미국,,질리안 암스트롱,가브리엘 번,트리니 알바라도,위노나 라이더
19959,형사 라바르뎅,기타,,,,,
19960,대지진,기타,필라멘트픽쳐스,펑샤오강,쉬판,왕자문,장국강
19961,백발 마녀전,기타,,우인태,장국영,임청하,
19962,스카이 크롤러,일본,예지림엔터테인먼트,오시이 마모루,타니하라 쇼스케,키쿠치 린코,쿠리야마 치야키
19963,언더 씨즈,미국,,앤드류 데이비스,스티븐 시걸,토미 리 존스,게리 부시
19964,SICAF2017 폴란드 특별전: 현대전,기타,,,,,
19965,극장판 안녕 자두야,한국,(주)씨제이이엔엠,손석우,여민정,양정화,이수진
19966,네브라스카,미국,,알렉산더 페인,,,
19967,일본 엄마 2,한국,(주)영화사 사계절,김무원,,,
19968,탐정 당인: 차이나타운 살인사건,기타,(주)누리픽쳐스,진사성,왕보강,류호연,
19969,SESIFF2017 끌레르몽 페랑에서 온 동화 1,기타,,,,,
19970,SIFF2017-심야상영 밤새 GO,기타,,,,,
19971,SIFF2018-선택단편 1,한국,,,,,
19972,가래떡의 맛: 감독판,한국,(주)케이알씨지,이전,,,
19973,금병매 감독판,기타,(주)케이알씨지,전문기,임위건,,
19974,도돌이 언덕에 난기류,한국,,정재훈,,,
19975,맛있는 섹스 그리고 그 여자,한국,(주)케이알씨지,이전,,,
19976,스캔들 III,한국,(주)케이알씨지,이동현,박혜진,최지안,
19977,여자전쟁: 여자의 이유,한국,TCO(주)더콘텐츠온,송창수,김세인,이재욱,박선우
19978,한없는 추적,미국,,라울 월쉬,록 허드슨,도나 리드,
19979,HYUKOH_NA_TOUR1.PRPROJ,한국,,,,,
19980,SICAF2017 경쟁:단편4,기타,,,,,
19981,SICAF2017 특별경쟁:시카프 초이스1,기타,,,,,
19982,SICAF2017 폴란드 특별전: 회고전,기타,,,,,
19983,거짓말 2018: 감독판,한국,(주)케이알씨지,이전,,,
19984,내 학생의 엄마 2,한국,(주)영화사가을,곽영근,,,
19985,노틀담의 꼽추,미국,,윌리엄 디터리,찰스 로튼,세드릭 하드윅,
19986,솔라리스,기타,,안드레이 타르코프스키,,,
19987,안녕 여름빛,일본,,요시다 요시시게,,,
19988,여자들 : 섹스의 만족도,한국,(주)영화사가을,김부곤,박창훈,,
19989,예전부터 계속 좋아했어 ~고백실행위원회~,일본,(주)디스테이션,야나기자와 테츠야,카미야 히로시,토마츠 하루카,카지 유키
19990,인디애니페스트2017 새벽비행2,한국,,,,,
19991,판타스티카,기타,,정량,,,
19992,SESIFF2018 E-CUT 감독을 위하여,한국,,,,,
19993,SESIFF2018 Extreme-Shorts with 윤성호,한국,,,,,
19994,SESIFF2018 블러디 나잇 from Clermont-Ferrand,기타,,,,,
19995,SMIFF2017 수상작,기타,,,,,
19996,극장판 유희왕 더 다크 사이드 오브 디멘션즈,일본,(주)넥스트엔터테인먼트월드(NEW),쿠와바라 사토시,엄상현,장성호,강수진
19997,"남자, 화장을 하다 : 아이 원트 제로지",한국,,현영애,,,
19998,복수무정,미국,워너 브러더스 픽쳐스,,,,
19999,불륜 동창회,한국,(주)영화사가을,조태호,김지연,희우,
20000,블랑쉬,프랑스,,발레리안 보로위칙,미셸 시몽,,
20001,얼라이브,기타,(주)버킷스튜디오,제이슨 R. 구드,제이미 밤버,마리 아브게로폴로스,
20002,엄마친구 4,한국,(주)영화사 사계절,채준우,,,
20003,엄마친구들,한국,(주)영화사가을,이리단,,,
20004,오렌지필름 영화제 요즘 어떤 이별 하세요?,한국,,,,,
20005,외출 2,한국,(주)영화사가을,곽영근,한석봉,,
20006,우리 선생님을 고발합니다,기타,(주)버킷스튜디오,얀 흐레베이크,주자나 마우레리,,
20007,유어 뷰티풀,기타,(주)버킷스튜디오,바바라 톱소-로첸버그,,,
20008,정사 : 착한 며느리들 2,한국,(주)영화사가을,김부곤,,,
20009,친구누나2,한국,(주)영화사가을,이리단,민도윤,민도윤,
20010,헤븐허스트,미국,(주)버킷스튜디오,앤드류 C. 어린,,,
20011,호수의 란슬롯,프랑스,,로베르 브레송,,,
20012,히치 하이커,미국,,아이다 루피노,프랭크 러브조이,,
20013,3분 파트너,한국,스마일컨텐츠,박주영,유리,,
20014,SICAF2017 경쟁:단편3,기타,,,,,
20015,[인디포럼2017]신작전01 따로 또 같이,한국,,,,,
20016,caff 단편 애니메이션 2,기타,,,,,
20017,구름 저편에,프랑스,,빔 벤더스,소피 마르소,존 말코비치,장 르노
20018,내 친구 엄마,한국,(주)영화사가을,이리단,,,
20019,룸싸롱 여대생들,한국,(주)영화사가을,조태호,고재경,김현진,희우
20020,마이클 콜린스,미국,,닐 조단,리암 니슨,줄리아 로버츠,
20021,미스터 로버츠,기타,,,,,
20022,미용실 : 특별한 서비스 2,한국,(주)영화사가을,,김지연,,
20023,밀애 : 친구엄마,한국,(주)영화사가을,김부곤,이재석,,
20024,바람난 여자들2,한국,(주)영화사가을,조태호,김지연,희우,
20025,비뇨기과 여의사들,한국,(주)영화사가을,조태호,고재경,김지연,
20026,사촌 누나,한국,(주)영화사가을,조태호,,,
20027,새엄마 2,한국,(주)영화사 사계절,이리단,이수민,,
20028,새오빠2,한국,(주)영화사가을,조태호,김인애,김철민,
20029,서부의 왕자,미국,,윌리엄 A. 웰만,,,
20030,선택과 진실,한국,,,,,
20031,써니,한국,(주)씨제이이엔엠,강형철,유호정,심은경,강소라
20032,알카트라즈 탈출,기타,,,,,
20033,애인 : 아내의 남자,한국,(주)영화사가을,임현태,이진주,,
20034,엄마의 연애,한국,(주)영화사가을,임현태,김유나,,
20035,여자 하숙집2,한국,(주)영화사가을,이리단,이채담,강민우,이수민
20036,정사 : 착한 며느리들,한국,(주)영화사가을,김부곤,,,
20037,정사 : 친구의 엄마 2,한국,(주)영화사가을,김부곤,,,
20038,정사 : 캠퍼스 커플,한국,(주)영화사가을,임현태,이진주,,
20039,착한 엄마친구 2,한국,(주)영화사가을,김부곤,,,
20040,SESIFF2017 우리와 다른 너,기타,,,,,
20041,SESIFF2017 타인의 고통,기타,,,,,
20042,SICAF2017 체코특별전: 애니필름 베스트 2017,기타,,,,,
20043,SIFF2017-특별단편 5,한국,,,,,
20044,SMIFF2017 지하철 경쟁,기타,,,,,
20045,동거:친구의 여자친구,한국,즐감,안금성,,,
20046,물고기 떼,일본,,소마이 신지,,,
20047,밀애 : 부부카풀,한국,(주)영화사가을,임현태,이진주,,
20048,소녀와 난파선,한국,,김세미,,,
20049,스타 메이커,기타,,죠세페 토르나또레,세르지오 카스텔리토,레오폴도 트리에스테,
20050,아내의 애인 2,한국,(주)영화사가을,조태호,김인애,김현정,최철민
20051,아내의 엄마,한국,(주)영화사가을,임현태,,,
20052,여자 보험왕 : 그녀의 영업비밀,한국,(주)영화사 사계절,곽영근,,,
20053,정사 : 아내의 친구,한국,(주)영화사가을,조태호,희우,,
20054,정사 : 어린 새엄마,한국,(주)영화사가을,임현태,김유나,,
20055,착한 형수 3,한국,(주)영화사가을,이리단,,,
20056,최후의 총잡이,미국,,앤드류 V. 맥라글렌,바바라 허쉬,찰톤 헤스톤,제임스 코번
20057,하숙집 여자들,한국,(주)영화사가을,조태호,김인애,최철민,
20058,한국 다큐 : 영화과를 졸업한 언니들과 나 + 수퍼 디스코,한국,,,,,
20059,2018 세종영화제 커튼콜섹션+시상식,한국,,,,,
20060,4월 단편 상상극장-이랑의 놀이,한국,,이랑,,,
20061,SICAF2017 특별경쟁: 시카프 데뷰 2,기타,,,,,
20062,달콤한 섹스,한국,스마일컨텐츠,박선욱,,,
20063,더러운 손,프랑스,,클로드 샤브롤,로드 스테이거,로미 슈나이더,
20064,빨간 벽돌,한국,,주현숙,,,
20065,사브리나,미국,,시드니 폴락,해리슨 포드,줄리아 오몬드,그렉 키니어
20066,색에 놀다,한국,(주)투모션,이영민,지은서,류현아,정순희
20067,섹스메이트,한국,(주)네스팅,이슬,최지성,이민주,
20068,"아, 봄",일본,,소마이 신지,,,
20069,아름다운 비행,미국,,캐롤 발라드,안나 파킨,제프 다니엘스,
20070,"인디애니페스트2017 기록되지 않은 것의 기록, 애니메이티드 다큐멘터리",기타,,,,,
20071,자매의 S스캔들,한국,(주)케이피에이기획,김현빈,신유주,윤세나,
20072,정사 : 친구의 엄마,한국,(주)영화사 사계절,곽영근,,,
20073,착한 엄마 친구,한국,(주)영화사 사계절,곽영근,이채담,,
20074,캐리,미국,,브라이언 드 팔마,씨씨 스페이식,존 트라볼타,파이퍼 로리
20075,SESIFF2018 끌레르몽 페랑 단편 영화제 특별전,기타,,,,,
20076,SESIFF2018 끌레르몽 페랑에서 온 동화,기타,,,,,
20077,SESIFF2018 브뤼셀 단편 영화제 특별전,기타,,,,,
20078,SESIFF2018 지하철 상영,기타,,,,,
20079,SICAF2017 체코특별전: 현대전,기타,,,,,
20080,맥켄나의 황금,기타,,,,,
20081,몬테즈마의 영웅들,미국,,루이스 마일스톤,리차드 위드마크,잭 팰런스,
20082,뮤직 룸,기타,,사티야지트 레이,,,
20083,제20회 대전독립영화제 연대와 유대의 초대 1,한국,,,,,
20084,제20회 대전독립영화제 연대와 유대의 초대 2,한국,,,,,
20085,MSFF2017 허진호 단편 특별전,한국,,허진호,,,
20086,나무가 나에게,한국,,안용우,,,
20087,내 아내의 새엄마,한국,(주)영화사 사계절,이리단,안민상,,
20088,누나 친구 2,한국,(주)영화사 사계절,채준우,이채담,도모세,
20089,러브 슬레이트,한국,콩미디어,김현수,,,
20090,북극의 제왕,미국,,로버트 알드리치,어네스트 보그나인,리 마빈,
20091,불륜가족,한국,(주)영화사 사계절,곽영근,,,
20092,빅 콤보,미국,,조셉 H. 루이스,,,
20093,스와핑 하던 날,한국,(주)영화사 사계절,명석환,주예빈,백세리,장석민
20094,아내를 바꾸다,한국,(주)영화사 사계절,김무원,백세리,,
20095,아내의 동창회,한국,(주)영화사 사계절,이리단,,,
20096,엄마친구 3,한국,(주)영화사 사계절,명석환,이영호,,
20097,여자 하숙집,한국,(주)영화사 사계절,이리단,한가희,전보라,
20098,여친 엄마,한국,(주)영화사 사계절,이리단,,,
20099,원나잇스탠드,한국,(주)전망좋은 영화사,지길웅,배정현,이자은,박정환
20100,일본 엄마,한국,YJ COMPANY,김무원,,,
20101,"잠든 콘크리트: 사회주의, 자본주의를 만나다 + 골목의 이야기",기타,,,,,
20102,친구부부 : 욕망의 스와핑,한국,(주)영화사 사계절,이상우,시후,,
20103,평화의 시대+Present+브레멘,한국,,,,,
20104,프렌치 커넥션,미국,,윌리엄 프리드킨,로이 샤이더,페르난도 레이,진 해크만
20105,SESIFF2018 카날+ 특별전,기타,,,,,
20106,SICAF2017 경쟁:학생2,기타,,,,,
20107,미국의 암흑가,미국,,사무엘 풀러,클리프 로버트슨,돌로레스 돈,
20108,빗속의 방문객,프랑스,,르네 클레망,말렌 조버트,찰스 브론슨,가브리엘 틴티
20109,토미,영국,,켄 러셀,올리버 리드,앤-마그렛,
20110,트루 로맨스,미국,,토니 스콧,크리스찬 슬레이터,패트리시아 아퀘트,
20111,헤어질 수 없는 우리,기타,,에도아르도 데 안젤리스,안젤라 폰타나,마리아나 폰타나,
20112,PDFF2018 PDFF경선2,한국,,,,,
20113,PDFF2018 PDFF경선3,한국,,,,,
20114,PDFF2018 PDFF경선4,한국,,,,,
20115,PDFF2018 국내초청2,한국,,,,,
20116,PDFF2018 장애인미디어운동1,한국,,,,,
20117,PDFF2018 장애인미디어운동2,한국,,,,,
20118,PDFF2018 폐막식,기타,,,,,
20119,PDFF2018 해외초청1 & 사전제작지원,기타,,,,,
20120,SPFF 2018 국내단편 2,한국,,,,,
20121,갈래+순환소수+학교가기 싫은 날+개들의 침묵+결혼식,한국,,,,,
20122,나는 스무 살,기타,,마를렌 후치예프,,,
20123,로맨싱 스톤,미국,,,대니 드비토,잭 노먼,알폰소 아라우
20124,묨(Catch me)+나만 없는 집+종점+츄+모나리자,한국,,,,,
20125,세인트 앤 솔저: 최강전차부대,미국,(주)소나무픽쳐스,라이언 리틀,아담 그레고리,바트 존슨,
20126,시실리안,프랑스,,앙리 베르누이,장 가뱅,알랑 드롱,
20127,여자친구,한국,(주)영화사히트,김대성,한나영,민도윤,이수
20128,이모의 유혹,한국,스마일컨텐츠,김경택,,,
20129,인민정무문+겨울단기방학+소녀질주+전설의 한방+다녀왔습니다,한국,,,,,
20130,작은 거인들,기타,,,,,
20131,젊은 장모,한국,스마일컨텐츠,김경훈,,,
20132,정사-두자매,한국,스마일컨텐츠,박주영,이채담,김용국,
20133,제12회 대단한 단편영화제 배우 특별전,한국,,,,,
20134,착한 엄마,한국,(주)영화사 사계절,이리단,,,
20135,초승달의 집,한국,,태휘원,,,
20136,케이블 호그의 노래,미국,,샘 페킨파,제이슨 로바즈,스텔라 스티븐스,데이빗 워너
20137,무서운 아이들,프랑스,,장 피에르 멜빌,,,
20138,신세계,한국,(주)넥스트엔터테인먼트월드(NEW),박훈정,이정재,최민식,황정민
20139,엄마의 맛,한국,스마일컨텐츠,박주영,,,
20140,옆집누나들,한국,스마일컨텐츠,김경택,,,
20141,자매의교환섹스,한국,에이원 미디어,장두만,이윤경,,
20142,처제의 유혹,한국,스마일컨텐츠,박선욱,윤세나,아리,민도윤
20143,SIDOF2018_관찰과 기억/당산/콘크리트의 불안,한국,,이솜이,,,
20144,가슴큰누나들,한국,스마일컨텐츠,김경택,,,
20145,대도적,미국,,마이클 치미노,클린트 이스트우드,제프 브리지스,
20146,베어,프랑스,,장 자끄 아노,바트 더 비어,잭 웰래스,
20147,시라노,미국,,마이클 고든,호세 페레,,
20148,"FIWOM 2018 미세스 맥커천+좋은 부모 대소동+레즈비언, 카메라, 액션",기타,,,,,
20149,가을이야기,한국,,김윤식,,,
20150,감금의 시간 2 무삭제,한국,(주)영화사히트,김대성,,,
20151,내 아내의 언니 2,한국,(주)영화사가을,김부곤,,,
20152,두처제2,한국,스마일컨텐츠,박주영,,,
20153,매니저,한국,유로 프로덕션,백마,백마,,
20154,미투 숨겨진 진실,한국,(주)에스와이미디어,마현진,고찬우,강소은,안민상
20155,사랑이 꽃피는 지구별 –인디피크닉2018,한국,,,,,
20156,소매치기,프랑스,,로베르 브레송,마리카 그린,마르탱 라샬,
20157,수상한 종업원,한국,(주)가온콘텐츠,한동호,장기철,이민재,이하늘
20158,신입사원,한국,(주)가온콘텐츠,한동호,이채담,도모세,
20159,안양국제청소년영화제 국내경쟁 3 (언더 24),한국,,,,,
20160,장모학개론,한국,스마일컨텐츠,김다니엘,,,
20161,제11회 대단한단편영화제 단편 경쟁 섹션 1,한국,,,,,
